Index	Moves	Version	MoveID	CanUseMove	Type	Quality	Category	Power	Accuracy	PP	Priority	HitMin	HitMax	Inflict	InflictPercent	RawInflictCount	TurnMin	TurnMax	CritStage	Flinch	EffectSequence	Recoil	RawHealing	RawTarget	Stat1	Stat2	Stat3	Stat1Stage	Stat2Stage	Stat3Stage	Stat1Percent	Stat2Percent	Stat3Percent	GigantamaxPower	Flag_MakesContact	Flag_Charge	Flag_Recharge	Flag_Protect	Flag_Reflectable	Flag_Snatch	Flag_Mirror	Flag_Punch	Flag_Sound	Flag_Gravity	Flag_Defrost	Flag_DistanceTriple	Flag_Heal	Flag_IgnoreSubstitute	Flag_FailSkyBattle	Flag_AnimateAlly	Flag_Dance	Flag_Metronome	InflictCount	Healing	Target
625	全力无双激烈拳	5	625	False	1	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
626	极速俯冲轰烈撞	5	626	False	2	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
627	极速俯冲轰烈撞	5	627	False	2	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
628	强酸剧毒灭绝雨	5	628	False	3	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
629	强酸剧毒灭绝雨	5	629	False	3	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
630	地隆啸天大终结	5	630	False	4	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
631	地隆啸天大终结	5	631	False	4	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
632	毁天灭地巨岩坠	5	632	False	5	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
633	毁天灭地巨岩坠	5	633	False	5	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
634	绝对捕食回旋斩	5	634	False	6	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
635	绝对捕食回旋斩	5	635	False	6	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
636	无尽暗夜之诱惑	5	636	False	7	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
637	无尽暗夜之诱惑	5	637	False	7	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
638	超绝螺旋连击	5	638	False	8	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
639	超绝螺旋连击	5	639	False	8	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
640	超强极限爆焰弹	5	640	False	9	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
641	超强极限爆焰弹	5	641	False	9	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
642	超级水流大漩涡	5	642	False	10	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
643	超级水流大漩涡	5	643	False	10	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
644	绚烂缤纷花怒放	5	644	False	11	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
645	绚烂缤纷花怒放	5	645	False	11	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
646	终极伏特狂雷闪	5	646	False	12	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
647	终极伏特狂雷闪	5	647	False	12	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
648	至高精神破坏波	5	648	False	13	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
649	至高精神破坏波	5	649	False	13	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
650	激狂大地万里冰	5	650	False	14	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
651	激狂大地万里冰	5	651	False	14	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
652	究极巨龙震天地	5	652	False	15	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
653	究极巨龙震天地	5	653	False	15	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
654	黑洞吞噬万物灭	5	654	False	16	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
655	黑洞吞噬万物灭	5	655	False	16	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
656	可爱星星飞天撞	5	656	False	17	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
657	可爱星星飞天撞	5	657	False	17	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
658	皮卡皮卡必杀击	5	658	False	12	0	1	210	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
659	集沙	5	659	True	4	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	381	0	50	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	50	Self
660	迎头一击	5	660	True	6	0	1	90	100	10	2	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
661	碉堡	5	661	True	3	13	0	0	101	10	4	0	0	0	0	0	0	0	0	0	383	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	Self
662	缝影	5	662	True	7	0	1	80	100	10	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
663	ＤＤ金勾臂	5	663	True	16	0	1	85	100	10	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
664	泡影的咏叹调	5	664	True	10	0	2	90	100	10	0	0	0	0	0	0	0	0	0	0	385	0	0	4	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	None	None	AllAdjacent
665	冰锤	5	665	False	14	7	1	100	90	10	0	0	0	0	0	0	0	0	0	0	218	0	0	0	5	0	0	255	0	0	100	0	0	130	True	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
666	花疗	5	666	True	17	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	386	0	50	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	False	False	False	False	False	False	True	False	False	True	False	True	None	50	AnyExceptSelf
667	十万马力	5	667	True	4	0	1	95	95	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
668	吸取力量	5	668	True	11	13	0	0	100	10	0	0	0	0	0	0	0	0	0	0	387	0	0	0	1	0	0	255	0	0	100	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	True	False	False	False	False	True	None	None	AnyExceptSelf
669	日光刃	5	669	True	11	0	1	125	100	10	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	140	True	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
670	树叶	5	670	True	11	0	1	40	100	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
671	聚光灯	5	671	False	0	13	0	0	101	15	3	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	True	False	False	None	None	AnyExceptSelf
672	毒丝	5	672	False	3	5	0	0	100	20	0	0	0	5	100	1	0	0	0	0	389	0	0	0	5	0	0	255	0	0	100	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
673	磨砺	5	673	True	0	13	0	0	101	30	0	0	0	0	0	0	0	0	0	0	390	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
674	辅助齿轮	5	674	True	8	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	391	0	0	6	1	3	0	1	1	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	None	None	AllAllies
675	地狱突刺	5	675	True	16	4	1	80	100	15	0	0	0	24	100	2	2	2	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	TurnCountSwitch	None	AnyExceptSelf
676	花粉团	5	676	True	6	0	2	90	100	15	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
677	掷锚	5	677	True	8	0	1	80	100	20	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
678	精神场地	5	678	True	13	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	394	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	None	None	SideAll
679	猛扑	5	679	True	6	6	1	80	100	15	0	0	0	0	0	0	0	0	0	0	395	0	0	0	1	0	0	255	0	0	100	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
680	火焰鞭	5	680	True	9	6	1	80	100	15	0	0	0	0	0	0	0	0	0	0	396	0	0	0	2	0	0	255	0	0	100	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
681	嚣张	5	681	True	16	0	1	20	100	10	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
682	燃尽	5	682	True	9	0	2	130	100	5	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	True	None	None	AnyExceptSelf
683	速度互换	5	683	True	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False	True	False	True	None	None	AnyExceptSelf
684	修长之角	5	684	True	8	0	1	70	101	10	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
685	净化	5	685	True	3	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	399	0	50	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	False	False	False	False	False	False	True	False	False	False	False	True	None	50	AnyExceptSelf
686	觉醒之舞	5	686	False	0	0	2	90	100	15	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	True	None	None	AnyExceptSelf
687	核心惩罚者	5	687	True	15	0	2	100	100	10	0	0	0	0	0	0	0	0	0	0	401	0	0	5	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
688	热带踢	5	688	True	11	6	1	70	100	15	0	0	0	0	0	0	0	0	0	0	395	0	0	0	1	0	0	255	0	0	100	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
689	号令	5	689	True	13	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	True	False	False	None	None	AnyExceptSelf
690	鸟嘴加农炮	5	690	False	2	0	1	100	100	15	253	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
691	鳞片噪音	5	691	True	15	7	2	110	100	5	0	0	0	0	0	0	0	0	0	0	404	0	0	5	2	0	0	255	0	0	100	0	0	140	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	None	None	AllAdjacentOpponents
692	龙锤	5	692	True	15	0	1	90	100	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
693	狂舞挥打	5	693	True	16	0	1	60	100	20	0	0	0	0	0	0	0	0	0	0	405	0	0	4	0	0	0	0	0	0	0	0	0	110	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacent
694	极光幕	5	694	True	14	11	0	0	101	20	0	0	0	0	0	0	0	0	0	0	406	0	0	12	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	SideSelf
695	遮天蔽日暗影箭	5	695	False	7	0	1	180	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
696	极恶飞跃粉碎击	5	696	False	16	0	1	180	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
697	海神庄严交响乐	5	697	False	10	0	2	195	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
698	巨人卫士・阿罗拉	5	698	False	17	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
699	七星夺魂腿	5	699	False	7	0	1	195	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
700	驾雷驭电戏冲浪	5	700	False	12	4	2	175	101	1	0	0	0	1	100	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	Permanent	None	AnyExceptSelf
701	认真起来大爆击	5	701	False	0	0	1	210	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
702	九彩升华齐聚顶	5	702	False	0	2	0	0	101	1	0	0	0	0	0	0	0	0	0	0	413	0	0	7	8	0	0	2	0	0	100	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	Self
703	起源超新星大爆炸	5	703	False	13	0	2	185	101	1	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
704	陷阱甲壳	5	704	True	9	0	2	150	100	5	253	0	0	0	0	0	0	0	0	0	407	0	0	5	0	0	0	0	0	0	0	0	0	150	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AllAdjacentOpponents
705	花朵加农炮	5	705	True	17	7	2	130	90	5	0	0	0	0	0	0	0	0	0	0	204	0	0	0	3	0	0	254	0	0	100	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
706	精神之牙	5	706	True	13	0	1	85	100	10	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
707	跺脚	5	707	True	4	0	1	75	100	10	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
708	暗影之骨	5	708	True	7	6	1	85	100	10	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	255	0	0	20	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
709	冲岩	5	709	True	5	0	1	40	100	20	1	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
710	水流裂破	5	710	True	10	6	1	85	100	10	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	255	0	0	20	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
711	棱镜镭射	5	711	True	13	0	2	160	100	10	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	150	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
712	暗影偷盗	5	712	True	7	0	1	90	100	10	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	None	None	AnyExceptSelf
713	流星闪冲	5	713	True	8	0	1	100	100	5	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
714	暗影之光	5	714	True	7	0	2	100	100	5	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
715	泪眼汪汪	5	715	True	0	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	411	0	0	0	1	3	0	255	255	0	100	100	0	0	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
716	麻麻刺刺	5	716	True	12	0	1	80	100	10	0	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
717	自然之怒	5	717	True	17	0	2	1	90	10	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
718	多属性攻击	5	718	True	0	0	1	120	100	10	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	95	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
719	千万伏特	5	719	False	12	0	2	195	101	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
720	惊爆大头	5	720	True	9	0	2	150	100	5	0	0	0	0	0	0	0	0	0	0	419	0	0	4	0	0	0	0	0	0	0	0	0	150	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	None	None	AllAdjacent
721	等离子闪电拳	5	721	True	12	0	1	100	100	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
722	光子喷涌	5	722	True	13	0	2	100	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
723	焚天灭世炽光爆	5	723	False	13	0	2	200	101	1	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
724	日光回旋下苍穹	5	724	False	8	0	1	200	101	1	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
725	月华飞溅落灵霄	5	725	False	7	0	2	200	101	1	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
726	亲密无间大乱揍	5	726	False	17	0	1	190	101	1	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
727	狼啸石牙飓风暴	5	727	False	5	0	1	190	101	1	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
728	炽魂热舞烈音爆	5	728	False	15	7	2	185	101	1	0	0	0	0	0	0	0	0	0	0	418	0	0	5	8	0	0	1	0	0	100	0	0	0	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	None	None	AllAdjacentOpponents
729	电电加速	5	729	False	12	7	1	80	100	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	100	0	0	0	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
730	滔滔冲浪	5	730	False	10	4	2	90	100	15	0	0	0	1	30	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	Permanent	None	AllAdjacentOpponents
731	飘飘坠落	5	731	False	2	0	1	90	95	15	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
